",""CS"",""res"",""nres"",""trial"",""rt"",""hrv"",""ID"""
"2813,""CS-"",""R2"",9,""9"",880,607.5,""15sd"""
"3513,""CS-"",""R2"",10,""10"",680,584,""15sd"""
"4513,""CS-"",""R1"",9,""11"",948,582,""15sd"""
"4813,""CS-"",""R1"",9,""12"",1152,579,""15sd"""
"5813,""CS-"",""R1"",10,""13"",751,578,""15sd"""
"6117,""CS-"",""R1"",9,""14"",1110,586,""15sd"""
"6411,""CS-"",""R2"",9,""15"",1092,580,""15sd"""
"6513,""CS-"",""R1"",9,""16"",963,581,""15sd"""
"6613,""CS-"",""R1"",9,""17"",651,580,""15sd"""
"6713,""CS-"",""R2"",10,""18"",643,580.5,""15sd"""
"7613,""CS-"",""R1"",9,""19"",1004,583,""15sd"""
"7713,""CS-"",""R2"",9,""20"",1207,589,""15sd"""
"8413,""CS-"",""R1"",9,""21"",913,570.5,""15sd"""
"8612,""CS-"",""R1"",10,""22"",707,588,""15sd"""
"9013,""CS-"",""R2"",9,""23"",783,720,""15sd"""
"9313,""CS-"",""R1"",10,""24"",690,575,""15sd"""
"9413,""CS-"",""R2"",10,""25"",875,580.5,""15sd"""
"9713,""CS-"",""R2"",9,""26"",797,596,""15sd"""
"10117,""CS-"",""R2"",10,""27"",749,632,""15sd"""
"10613,""CS-"",""R2"",8,""28"",1558,607,""15sd"""
"10913,""CS-"",""R1"",9,""29"",1000,608,""15sd"""
"11017,""CS-"",""R2"",10,""30"",676,602.5,""15sd"""
"12215,""CS-"",""R1"",10,""31"",787,609.5,""15sd"""
"12313,""CS-"",""R2"",9,""32"",840,616.5,""15sd"""
"12413,""CS-"",""R1"",10,""33"",890,1063,""15sd"""
"12913,""CS-"",""R1"",9,""34"",716,586,""15sd"""
"13013,""CS-"",""R1"",9,""35"",685,607,""15sd"""
"13513,""CS-"",""R2"",9,""36"",803,932,""15sd"""
"14912,""CS-"",""R1"",10,""37"",918,609.5,""15sd"""
"15513,""CS-"",""R2"",10,""38"",587,612,""15sd"""
"15713,""CS-"",""R1"",10,""39"",716,808,""15sd"""
"16013,""CS-"",""R1"",9,""40"",1069,607.5,""15sd"""
"16215,""CS-"",""R2"",10,""41"",679,607,""15sd"""
"16713,""CS-"",""R1"",9,""42"",1003,610,""15sd"""
"17117,""CS-"",""R2"",10,""43"",703,602,""15sd"""
"17413,""CS-"",""R1"",9,""44"",1042,614,""15sd"""
"17513,""CS-"",""R2"",10,""45"",612,621,""15sd"""
"17912,""CS-"",""R2"",9,""46"",917,720,""15sd"""
"18311,""CS-"",""R1"",9,""47"",825,620,""15sd"""
"19011,""CS-"",""R1"",9,""48"",691,768,""15sd"""
"19116,""CS-"",""R2"",9,""49"",798,606.5,""15sd"""
"19911,""CS-"",""R1"",9,""50"",772,600,""15sd"""
"1270,""CS1"",""R1"",6,""1"",876,1128,""15sd"""
"480,""CS1"",""R1"",7,""2"",624,585,""15sd"""
"570,""CS1"",""R2"",8,""3"",659,581,""15sd"""
"1070,""CS1"",""R2"",9,""4"",704,592,""15sd"""
"2313,""CS1"",""R1"",9,""5"",1190,614,""15sd"""
"3013,""CS1"",""R1"",9,""6"",349,575,""15sd"""
"3314,""CS1"",""R1"",10,""7"",735,590.5,""15sd"""
"3413,""CS1"",""R2"",10,""8"",742,606,""15sd"""
"3713,""CS1"",""R2"",10,""9"",721,593,""15sd"""
"3913,""CS1"",""R2"",9,""10"",718,591,""15sd"""
"4117,""CS1"",""R1"",9,""11"",1039,577.5,""15sd"""
"4313,""CS1"",""R2"",8,""12"",1155,578,""15sd"""
"4413,""CS1"",""R1"",9,""13"",917,580,""15sd"""
"4913,""CS1"",""R1"",10,""14"",708,594.5,""15sd"""
"5117,""CS1"",""R2"",10,""15"",770,612.5,""15sd"""
"5513,""CS1"",""R2"",9,""16"",1159,590,""15sd"""
"6813,""CS1"",""R2"",9,""17"",681,570,""15sd"""
"6913,""CS1"",""R1"",10,""18"",785,585,""15sd"""
"7117,""CS1"",""R1"",8,""19"",1063,580,""15sd"""
"7513,""CS1"",""R2"",10,""20"",711,600,""15sd"""
"8313,""CS1"",""R2"",9,""21"",1148,571,""15sd"""
"8713,""CS1"",""R2"",9,""22"",939,573,""15sd"""
"9117,""CS1"",""R1"",10,""23"",751,571,""15sd"""
"9213,""CS1"",""R2"",10,""24"",695,578,""15sd"""
"10013,""CS1"",""R2"",10,""25"",885,609.5,""15sd"""
"10312,""CS1"",""R1"",9,""26"",865,635.5,""15sd"""
"11116,""CS1"",""R2"",9,""27"",806,616,""15sd"""
"11513,""CS1"",""R2"",10,""28"",629,578,""15sd"""
"11612,""CS1"",""R2"",10,""29"",700,609,""15sd"""
"11813,""CS1"",""R2"",10,""30"",670,614.5,""15sd"""
"12613,""CS1"",""R2"",9,""31"",872,633,""15sd"""
"13613,""CS1"",""R1"",9,""32"",876,606,""15sd"""
"13713,""CS1"",""R2"",10,""33"",718,592.5,""15sd"""
"14117,""CS1"",""R2"",10,""34"",818,605,""15sd"""
"14215,""CS1"",""R1"",9,""35"",986,618,""15sd"""
"14613,""CS1"",""R1"",8,""36"",871,816,""15sd"""
"14813,""CS1"",""R2"",8,""37"",1615,600,""15sd"""
"15013,""CS1"",""R2"",9,""38"",682,624,""15sd"""
"15314,""CS1"",""R1"",10,""39"",629,590,""15sd"""
"15913,""CS1"",""R2"",9,""40"",777,603,""15sd"""
"16413,""CS1"",""R1"",9,""41"",843,621.5,""15sd"""
"16913,""CS1"",""R1"",10,""42"",733,784,""15sd"""
"17313,""CS1"",""R1"",10,""43"",754,646,""15sd"""
"17613,""CS1"",""R2"",9,""44"",651,609.5,""15sd"""
"17713,""CS1"",""R1"",10,""45"",652,641.5,""15sd"""
"18116,""CS1"",""R1"",10,""46"",709,638,""15sd"""
"18214,""CS1"",""R2"",9,""47"",1181,599,""15sd"""
"18911,""CS1"",""R1"",9,""48"",711,608.5,""15sd"""
"19511,""CS1"",""R1"",9,""49"",810,585,""15sd"""
"19811,""CS1"",""R1"",9,""50"",895,613,""15sd"""
"770,""CS2"",""R1"",8,""1"",650,605,""15sd"""
"870,""CS2"",""R2"",8,""2"",815,582.5,""15sd"""
"980,""CS2"",""R1"",8,""3"",845,595,""15sd"""
"11100,""CS2"",""R2"",9,""4"",823,590,""15sd"""
"1370,""CS2"",""R1"",10,""5"",674,604,""15sd"""
"1470,""CS2"",""R2"",10,""6"",610,613,""15sd"""
"2413,""CS2"",""R1"",9,""7"",743,598,""15sd"""
"2713,""CS2"",""R1"",9,""8"",908,586,""15sd"""
"2913,""CS2"",""R2"",9,""9"",816,583,""15sd"""
"4013,""CS2"",""R2"",10,""10"",780,586,""15sd"""
"4214,""CS2"",""R2"",8,""11"",1632,587,""15sd"""
"4613,""CS2"",""R2"",9,""12"",926,615,""15sd"""
"4713,""CS2"",""R2"",9,""13"",1227,586.5,""15sd"""
"5313,""CS2"",""R1"",10,""14"",706,664,""15sd"""
"5913,""CS2"",""R2"",9,""15"",897,580,""15sd"""
"6215,""CS2"",""R1"",9,""16"",1240,589,""15sd"""
"6313,""CS2"",""R2"",10,""17"",753,586,""15sd"""
"7013,""CS2"",""R2"",8,""18"",341,579,""15sd"""
"7313,""CS2"",""R2"",9,""19"",823,595,""15sd"""
"7813,""CS2"",""R1"",9,""20"",1107,578,""15sd"""
"8117,""CS2"",""R2"",8,""21"",1044,584,""15sd"""
"8215,""CS2"",""R1"",10,""22"",812,573,""15sd"""
"8813,""CS2"",""R1"",10,""23"",761,579,""15sd"""
"10215,""CS2"",""R1"",10,""24"",671,596.5,""15sd"""
"10413,""CS2"",""R2"",9,""25"",865,617,""15sd"""
"10513,""CS2"",""R1"",9,""26"",1526,611,""15sd"""
"10713,""CS2"",""R2"",9,""27"",764,626,""15sd"""
"11215,""CS2"",""R1"",10,""28"",725,1128,""15sd"""
"11713,""CS2"",""R1"",10,""29"",686,607.5,""15sd"""
"11913,""CS2"",""R1"",9,""30"",776,591,""15sd"""
"13117,""CS2"",""R2"",10,""31"",661,618,""15sd"""
"13214,""CS2"",""R1"",10,""32"",710,598,""15sd"""
"13813,""CS2"",""R2"",9,""33"",685,605,""15sd"""
"13913,""CS2"",""R1"",10,""34"",815,648,""15sd"""
"14313,""CS2"",""R1"",10,""35"",975,608.5,""15sd"""
"14413,""CS2"",""R2"",9,""36"",918,610,""15sd"""
"14713,""CS2"",""R2"",9,""37"",956,627.5,""15sd"""
"15117,""CS2"",""R1"",10,""38"",636,612,""15sd"""
"15413,""CS2"",""R1"",10,""39"",666,605,""15sd"""
"15612,""CS2"",""R2"",10,""40"",674,608.5,""15sd"""
"16313,""CS2"",""R2"",10,""41"",745,635,""15sd"""
"16813,""CS2"",""R2"",10,""42"",565,824,""15sd"""
"17215,""CS2"",""R1"",10,""43"",635,627.5,""15sd"""
"18012,""CS2"",""R2"",10,""44"",854,624,""15sd"""
"18411,""CS2"",""R2"",9,""45"",867,634.5,""15sd"""
"18611,""CS2"",""R1"",9,""46"",951,601,""15sd"""
"18711,""CS2"",""R1"",9,""47"",608,609.5,""15sd"""
"18811,""CS2"",""R2"",9,""48"",645,604,""15sd"""
"19213,""CS2"",""R1"",9,""49"",693,601,""15sd"""
"19311,""CS2"",""R2"",9,""50"",765,600,""15sd"""
"370,""CS3"",""R2"",6,""1"",752,594,""15sd"""
"1280,""CS3"",""R1"",10,""2"",644,578.5,""15sd"""
"1870,""CS3"",""R1"",8,""3"",752,575.5,""15sd"""
"1950,""CS3"",""R2"",10,""4"",606,598,""15sd"""
"2017,""CS3"",""R1"",9,""5"",1333,585,""15sd"""
"2513,""CS3"",""R2"",10,""6"",806,583,""15sd"""
"3117,""CS3"",""R1"",9,""7"",734,584.5,""15sd"""
"3214,""CS3"",""R2"",10,""8"",707,591,""15sd"""
"3613,""CS3"",""R1"",10,""9"",710,597,""15sd"""
"3813,""CS3"",""R1"",10,""10"",684,593,""15sd"""
"5013,""CS3"",""R1"",9,""11"",720,577,""15sd"""
"5214,""CS3"",""R2"",9,""12"",1206,580.5,""15sd"""
"5413,""CS3"",""R1"",9,""13"",812,590.5,""15sd"""
"5613,""CS3"",""R1"",8,""14"",1954,579,""15sd"""
"5712,""CS3"",""R2"",10,""15"",740,580,""15sd"""
"6013,""CS3"",""R2"",9,""16"",1201,580,""15sd"""
"7214,""CS3"",""R2"",10,""17"",636,593,""15sd"""
"7413,""CS3"",""R1"",10,""18"",344,577.5,""15sd"""
"7913,""CS3"",""R2"",9,""19"",842,592,""15sd"""
"8013,""CS3"",""R1"",9,""20"",730,681,""15sd"""
"8513,""CS3"",""R2"",9,""21"",851,571,""15sd"""
"8913,""CS3"",""R2"",9,""22"",680,574,""15sd"""
"9513,""CS3"",""R1"",10,""23"",345,622.5,""15sd"""
"9613,""CS3"",""R2"",10,""24"",644,608,""15sd"""
"9813,""CS3"",""R2"",8,""25"",1506,603,""15sd"""
"9913,""CS3"",""R1"",10,""26"",988,612.5,""15sd"""
"10813,""CS3"",""R1"",10,""27"",717,612.5,""15sd"""
"11315,""CS3"",""R1"",10,""28"",732,607,""15sd"""
"11414,""CS3"",""R2"",9,""29"",1345,607.5,""15sd"""
"12013,""CS3"",""R2"",10,""30"",829,604,""15sd"""
"12117,""CS3"",""R1"",9,""31"",994,604,""15sd"""
"12513,""CS3"",""R1"",9,""32"",1160,660,""15sd"""
"12713,""CS3"",""R1"",10,""33"",778,607,""15sd"""
"12813,""CS3"",""R2"",9,""34"",970,615,""15sd"""
"13314,""CS3"",""R2"",10,""35"",846,608,""15sd"""
"13413,""CS3"",""R1"",10,""36"",801,605.5,""15sd"""
"14013,""CS3"",""R2"",9,""37"",826,606,""15sd"""
"14513,""CS3"",""R2"",9,""38"",888,595,""15sd"""
"15214,""CS3"",""R2"",10,""39"",659,614,""15sd"""
"15813,""CS3"",""R1"",10,""40"",781,608.5,""15sd"""
"16117,""CS3"",""R1"",10,""41"",790,599,""15sd"""
"16513,""CS3"",""R2"",9,""42"",1145,610,""15sd"""
"16613,""CS3"",""R1"",9,""43"",692,627,""15sd"""
"17013,""CS3"",""R2"",9,""44"",758,648,""15sd"""
"17812,""CS3"",""R1"",9,""45"",1111,624,""15sd"""
"18511,""CS3"",""R2"",9,""46"",980,620,""15sd"""
"19411,""CS3"",""R1"",9,""47"",752,593,""15sd"""
"19611,""CS3"",""R2"",9,""48"",768,581,""15sd"""
"19711,""CS3"",""R2"",9,""49"",661,583,""15sd"""
"20011,""CS3"",""R2"",9,""50"",849,580,""15sd"""
"680,""CS-"",""R2"",6,""1"",701,611,""16lc"""
"880,""CS-"",""R1"",7,""2"",701,615,""16lc"""
"1290,""CS-"",""R1"",9,""3"",646,1000,""16lc"""
"1380,""CS-"",""R2"",7,""4"",959,603,""16lc"""
"1880,""CS-"",""R2"",9,""5"",784,872,""16lc"""
"2714,""CS-"",""R1"",4,""6"",701,602,""16lc"""
"2814,""CS-"",""R2"",9,""7"",305,760,""16lc"""
"2914,""CS-"",""R1"",9,""8"",667,612,""16lc"""
"3014,""CS-"",""R2"",9,""9"",817,613,""16lc"""
"3814,""CS-"",""R1"",9,""10"",662,856,""16lc"""
"4414,""CS-"",""R2"",10,""11"",303,611,""16lc"""
"4514,""CS-"",""R1"",10,""12"",390,608,""16lc"""
"5314,""CS-"",""R1"",5,""13"",701,632.5,""16lc"""
"6014,""CS-"",""R2"",6,""14"",977,668,""16lc"""
"6314,""CS-"",""R2"",2,""15"",701,711,""16lc"""
"6914,""CS-"",""R2"",7,""16"",668,624,""16lc"""
"7215,""CS-"",""R2"",9,""17"",1032,645,""16lc"""
"7514,""CS-"",""R1"",6,""18"",1904,NA,""16lc"""
"7714,""CS-"",""R2"",9,""19"",1286,618.5,""16lc"""
"8014,""CS-"",""R1"",8,""20"",940,618.5,""16lc"""
"8414,""CS-"",""R1"",9,""21"",741,613.5,""16lc"""
"8514,""CS-"",""R1"",9,""22"",659,618.5,""16lc"""
"8814,""CS-"",""R2"",9,""23"",839,608.5,""16lc"""
"8914,""CS-"",""R1"",9,""24"",318,631,""16lc"""
"9118,""CS-"",""R2"",7,""25"",1580,617.5,""16lc"""
"9214,""CS-"",""R1"",9,""26"",619,613,""16lc"""
"9514,""CS-"",""R1"",8,""27"",1401,616.5,""16lc"""
"9614,""CS-"",""R2"",3,""28"",701,614,""16lc"""
"9914,""CS-"",""R1"",1,""29"",701,620,""16lc"""
"11914,""CS-"",""R2"",8,""30"",750,605,""16lc"""
"12314,""CS-"",""R2"",8,""31"",302,624.5,""16lc"""
"12514,""CS-"",""R2"",8,""32"",1669,624,""16lc"""
"12714,""CS-"",""R1"",9,""33"",1026,606,""16lc"""
"12814,""CS-"",""R1"",8,""34"",1428,603,""16lc"""
"13014,""CS-"",""R2"",8,""35"",737,609,""16lc"""
"13315,""CS-"",""R2"",4,""36"",795,600,""16lc"""
"13414,""CS-"",""R2"",4,""37"",639,640,""16lc"""
"13714,""CS-"",""R1"",10,""38"",734,610,""16lc"""
"14614,""CS-"",""R1"",10,""39"",649,609,""16lc"""
"15814,""CS-"",""R1"",8,""40"",907,696,""16lc"""
"16414,""CS-"",""R1"",8,""41"",1517,615,""16lc"""
"16614,""CS-"",""R2"",7,""42"",1952,652,""16lc"""
"17414,""CS-"",""R2"",8,""43"",1880,613.5,""16lc"""
"18215,""CS-"",""R1"",6,""44"",701,624.5,""16lc"""
"18412,""CS-"",""R2"",8,""45"",1375,648,""16lc"""
"19117,""CS-"",""R1"",8,""46"",1794,734.5,""16lc"""
"19512,""CS-"",""R2"",7,""47"",1825,615.5,""16lc"""
"19712,""CS-"",""R2"",6,""48"",701,628,""16lc"""
"19912,""CS-"",""R1"",8,""49"",815,603,""16lc"""
"20012,""CS-"",""R1"",9,""50"",602,708,""16lc"""
"580,""CS1"",""R1"",10,""1"",652,621,""16lc"""
"990,""CS1"",""R1"",9,""2"",579,615,""16lc"""
"1480,""CS1"",""R1"",9,""3"",552,752,""16lc"""
"1680,""CS1"",""R1"",10,""4"",582,800,""16lc"""
"1780,""CS1"",""R1"",10,""5"",726,621,""16lc"""
"2018,""CS1"",""R1"",9,""6"",828,607,""16lc"""
"2118,""CS1"",""R1"",10,""7"",704,618,""16lc"""
"2514,""CS1"",""R1"",8,""8"",1568,608,""16lc"""
"3614,""CS1"",""R1"",9,""9"",960,688,""16lc"""
"3914,""CS1"",""R1"",7,""10"",701,791,""16lc"""
"4314,""CS1"",""R1"",10,""11"",307,614.5,""16lc"""
"4714,""CS1"",""R1"",10,""12"",668,792,""16lc"""
"4814,""CS1"",""R1"",10,""13"",645,616,""16lc"""
"4914,""CS1"",""R1"",9,""14"",854,616,""16lc"""
"5814,""CS1"",""R1"",10,""15"",634,618,""16lc"""
"6216,""CS1"",""R1"",9,""16"",298,623.5,""16lc"""
"6814,""CS1"",""R1"",8,""17"",1547,617,""16lc"""
"7118,""CS1"",""R1"",8,""18"",719,618,""16lc"""
"7314,""CS1"",""R1"",10,""19"",303,620.5,""16lc"""
"7614,""CS1"",""R1"",9,""20"",734,661,""16lc"""
"8118,""CS1"",""R1"",5,""21"",625,636,""16lc"""
"8216,""CS1"",""R1"",4,""22"",701,715,""16lc"""
"8714,""CS1"",""R1"",8,""23"",1128,615,""16lc"""
"9714,""CS1"",""R1"",4,""24"",1662,652,""16lc"""
"10014,""CS1"",""R1"",8,""25"",877,612,""16lc"""
"10216,""CS1"",""R1"",6,""26"",721,618,""16lc"""
"10614,""CS1"",""R1"",4,""27"",701,619.5,""16lc"""
"11117,""CS1"",""R1"",2,""28"",701,638.5,""16lc"""
"11316,""CS1"",""R1"",8,""29"",1534,609,""16lc"""
"11814,""CS1"",""R1"",8,""30"",1607,589.5,""16lc"""
"12118,""CS1"",""R1"",9,""31"",857,616,""16lc"""
"12414,""CS1"",""R1"",10,""32"",290,648,""16lc"""
"12614,""CS1"",""R1"",9,""33"",810,597.5,""16lc"""
"12914,""CS1"",""R1"",8,""34"",1160,602,""16lc"""
"13914,""CS1"",""R1"",3,""35"",701,605,""16lc"""
"15118,""CS1"",""R1"",8,""36"",1588,601.5,""16lc"""
"15514,""CS1"",""R1"",9,""37"",1299,682.5,""16lc"""
"15914,""CS1"",""R1"",8,""38"",1722,656,""16lc"""
"16014,""CS1"",""R1"",8,""39"",943,613,""16lc"""
"16118,""CS1"",""R1"",9,""40"",305,610,""16lc"""
"16514,""CS1"",""R1"",7,""41"",1793,618,""16lc"""
"17014,""CS1"",""R1"",9,""42"",1001,625.5,""16lc"""
"17118,""CS1"",""R1"",7,""43"",1813,712,""16lc"""
"17514,""CS1"",""R1"",9,""44"",833,832,""16lc"""
"17614,""CS1"",""R1"",5,""45"",780,611.5,""16lc"""
"17714,""CS1"",""R1"",8,""46"",1336,619,""16lc"""
"18312,""CS1"",""R1"",9,""47"",659,630,""16lc"""
"18512,""CS1"",""R1"",9,""48"",742,633,""16lc"""
"19412,""CS1"",""R1"",9,""49"",818,603,""16lc"""
"19612,""CS1"",""R1"",9,""50"",908,697,""16lc"""
"1300,""CS2"",""R2"",7,""1"",1540,700,""16lc"""
"780,""CS2"",""R2"",10,""2"",559,595,""16lc"""
"11101,""CS2"",""R2"",9,""3"",757,605,""16lc"""
"1580,""CS2"",""R2"",9,""4"",647,760,""16lc"""
"2216,""CS2"",""R2"",9,""5"",1353,594,""16lc"""
"2414,""CS2"",""R2"",9,""6"",1262,643,""16lc"""
"2614,""CS2"",""R2"",10,""7"",736,611,""16lc"""
"3118,""CS2"",""R2"",9,""8"",946,628.5,""16lc"""
"3315,""CS2"",""R2"",10,""9"",571,603,""16lc"""
"3714,""CS2"",""R2"",10,""10"",557,614.5,""16lc"""
"4614,""CS2"",""R2"",10,""11"",719,609.5,""16lc"""
"5014,""CS2"",""R2"",10,""12"",613,632,""16lc"""
"5215,""CS2"",""R2"",10,""13"",589,614,""16lc"""
"5414,""CS2"",""R2"",7,""14"",305,625,""16lc"""
"5614,""CS2"",""R2"",10,""15"",309,613,""16lc"""
"6412,""CS2"",""R2"",7,""16"",656,624,""16lc"""
"6514,""CS2"",""R2"",7,""17"",310,615,""16lc"""
"7414,""CS2"",""R2"",9,""18"",666,610.5,""16lc"""
"7814,""CS2"",""R2"",10,""19"",308,614.5,""16lc"""
"7914,""CS2"",""R2"",5,""20"",810,603,""16lc"""
"8613,""CS2"",""R2"",5,""21"",701,627,""16lc"""
"9314,""CS2"",""R2"",7,""22"",701,625.5,""16lc"""
"9414,""CS2"",""R2"",9,""23"",304,612,""16lc"""
"9814,""CS2"",""R2"",7,""24"",1837,623,""16lc"""
"10514,""CS2"",""R2"",6,""25"",701,627,""16lc"""
"10714,""CS2"",""R2"",9,""26"",875,619,""16lc"""
"10814,""CS2"",""R2"",6,""27"",701,639,""16lc"""
"11216,""CS2"",""R2"",7,""28"",958,603,""16lc"""
"11613,""CS2"",""R2"",7,""29"",701,595.5,""16lc"""
"11714,""CS2"",""R2"",9,""30"",1088,602,""16lc"""
"13614,""CS2"",""R2"",8,""31"",584,592,""16lc"""
"13814,""CS2"",""R2"",9,""32"",556,618,""16lc"""
"14014,""CS2"",""R2"",10,""33"",677,610,""16lc"""
"14414,""CS2"",""R2"",9,""34"",704,611,""16lc"""
"14514,""CS2"",""R2"",8,""35"",736,609,""16lc"""
"14814,""CS2"",""R2"",8,""36"",747,613,""16lc"""
"15014,""CS2"",""R2"",8,""37"",1518,611,""16lc"""
"15315,""CS2"",""R2"",9,""38"",887,618.5,""16lc"""
"15414,""CS2"",""R2"",8,""39"",1535,617,""16lc"""
"15714,""CS2"",""R2"",8,""40"",1134,952,""16lc"""
"16314,""CS2"",""R2"",8,""41"",1947,616.5,""16lc"""
"16814,""CS2"",""R2"",8,""42"",959,642.5,""16lc"""
"16914,""CS2"",""R2"",9,""43"",811,597,""16lc"""
"17913,""CS2"",""R2"",5,""44"",701,832,""16lc"""
"18013,""CS2"",""R2"",9,""45"",812,601.5,""16lc"""
"18117,""CS2"",""R2"",9,""46"",766,688,""16lc"""
"18712,""CS2"",""R2"",7,""47"",1385,625,""16lc"""
"19012,""CS2"",""R2"",10,""48"",614,755,""16lc"""
"19214,""CS2"",""R2"",10,""49"",663,812,""16lc"""
"19812,""CS2"",""R2"",9,""50"",670,621.5,""16lc"""
"270,""CS3"",""R1"",9,""1"",1004,597,""16lc"""
"380,""CS3"",""R2"",8,""2"",739,797,""16lc"""
"490,""CS3"",""R2"",8,""3"",1868,615.5,""16lc"""
"1080,""CS3"",""R2"",7,""4"",701,641.5,""16lc"""
"1960,""CS3"",""R1"",10,""5"",642,632,""16lc"""
"2314,""CS3"",""R1"",9,""6"",633,639,""16lc"""
"3215,""CS3"",""R1"",10,""7"",596,609.5,""16lc"""
"3414,""CS3"",""R2"",10,""8"",299,614,""16lc"""
"3514,""CS3"",""R1"",10,""9"",556,812,""16lc"""
"4014,""CS3"",""R2"",8,""10"",1765,640,""16lc"""
"4118,""CS3"",""R1"",10,""11"",637,632,""16lc"""
"4215,""CS3"",""R2"",10,""12"",737,605,""16lc"""
"5118,""CS3"",""R1"",9,""13"",643,614,""16lc"""
"5514,""CS3"",""R1"",9,""14"",640,612,""16lc"""
"5713,""CS3"",""R1"",7,""15"",698,597,""16lc"""
"5914,""CS3"",""R2"",6,""16"",1259,728,""16lc"""
"6118,""CS3"",""R1"",10,""17"",483,617,""16lc"""
"6614,""CS3"",""R1"",8,""18"",1259,632,""16lc"""
"6714,""CS3"",""R1"",3,""19"",701,639,""16lc"""
"7014,""CS3"",""R1"",9,""20"",572,784,""16lc"""
"8314,""CS3"",""R2"",8,""21"",1314,615,""16lc"""
"9014,""CS3"",""R2"",7,""22"",1372,617.5,""16lc"""
"10118,""CS3"",""R2"",9,""23"",975,614,""16lc"""
"10313,""CS3"",""R1"",6,""24"",701,606,""16lc"""
"10414,""CS3"",""R1"",7,""25"",701,619,""16lc"""
"10914,""CS3"",""R2"",4,""26"",701,615.5,""16lc"""
"11018,""CS3"",""R1"",8,""27"",727,628,""16lc"""
"11415,""CS3"",""R2"",7,""28"",1120,618.5,""16lc"""
"11514,""CS3"",""R2"",4,""29"",701,613,""16lc"""
"12014,""CS3"",""R1"",10,""30"",627,613,""16lc"""
"12216,""CS3"",""R1"",8,""31"",1956,668,""16lc"""
"13118,""CS3"",""R1"",9,""32"",291,601.5,""16lc"""
"13514,""CS3"",""R1"",9,""33"",753,618,""16lc"""
"14118,""CS3"",""R2"",8,""34"",294,620,""16lc"""
"14216,""CS3"",""R1"",8,""35"",1660,614,""16lc"""
"14314,""CS3"",""R2"",9,""36"",1027,606,""16lc"""
"14714,""CS3"",""R2"",9,""37"",809,609,""16lc"""
"14913,""CS3"",""R1"",8,""38"",1746,626.5,""16lc"""
"15215,""CS3"",""R2"",6,""39"",836,629,""16lc"""
"15613,""CS3"",""R2"",8,""40"",704,603,""16lc"""
"16216,""CS3"",""R2"",8,""41"",297,928,""16lc"""
"16714,""CS3"",""R1"",1,""42"",701,608,""16lc"""
"17216,""CS3"",""R2"",9,""43"",763,629,""16lc"""
"17314,""CS3"",""R1"",7,""44"",1844,613,""16lc"""
"17813,""CS3"",""R2"",9,""45"",803,613,""16lc"""
"18612,""CS3"",""R2"",4,""46"",701,615,""16lc"""
"18812,""CS3"",""R1"",8,""47"",1718,617,""16lc"""
"18912,""CS3"",""R1"",6,""48"",701,597,""16lc"""
"19312,""CS3"",""R1"",8,""49"",932,675.5,""16lc"""
"2019,""CS3"",""R2"",9,""50"",592,NA,""16lc"""
"390,""CS-"",""R2"",8,""1"",1099,574,""17cs"""
"690,""CS-"",""R1"",8,""2"",695,571,""17cs"""
"1490,""CS-"",""R1"",9,""3"",577,574.5,""17cs"""
"1690,""CS-"",""R2"",9,""4"",792,574,""17cs"""
"1790,""CS-"",""R1"",9,""5"",579,583,""17cs"""
"1970,""CS-"",""R2"",9,""6"",302,578,""17cs"""
"2119,""CS-"",""R1"",9,""7"",568,580,""17cs"""
"2515,""CS-"",""R2"",9,""8"",690,573,""17cs"""
"3119,""CS-"",""R1"",9,""9"",855,580,""17cs"""
"3216,""CS-"",""R2"",10,""10"",295,574,""17cs"""
"4915,""CS-"",""R2"",10,""11"",611,598,""17cs"""
"5815,""CS-"",""R2"",10,""12"",617,596,""17cs"""
"6119,""CS-"",""R2"",9,""13"",919,597,""17cs"""
"6715,""CS-"",""R1"",9,""14"",733,588,""17cs"""
"6915,""CS-"",""R1"",10,""15"",669,597,""17cs"""
"7015,""CS-"",""R2"",10,""16"",561,602,""17cs"""
"7119,""CS-"",""R1"",10,""17"",306,602,""17cs"""
"7216,""CS-"",""R2"",10,""18"",635,610,""17cs"""
"7315,""CS-"",""R1"",9,""19"",792,606,""17cs"""
"7815,""CS-"",""R2"",10,""20"",741,595,""17cs"""
"8315,""CS-"",""R1"",10,""21"",308,602,""17cs"""
"9015,""CS-"",""R2"",10,""22"",678,608.5,""17cs"""
"9119,""CS-"",""R2"",10,""23"",583,595,""17cs"""
"9415,""CS-"",""R2"",11,""24"",311,591,""17cs"""
"9615,""CS-"",""R1"",10,""25"",634,595.5,""17cs"""
"9915,""CS-"",""R2"",10,""26"",788,604,""17cs"""
"10715,""CS-"",""R2"",11,""27"",368,603,""17cs"""
"10815,""CS-"",""R1"",10,""28"",797,600,""17cs"""
"11416,""CS-"",""R1"",10,""29"",723,612,""17cs"""
"11915,""CS-"",""R1"",10,""30"",623,610,""17cs"""
"12217,""CS-"",""R2"",11,""31"",321,592,""17cs"""
"12715,""CS-"",""R1"",5,""32"",701,597,""17cs"""
"13119,""CS-"",""R1"",9,""33"",308,630.5,""17cs"""
"13415,""CS-"",""R1"",10,""34"",540,612.5,""17cs"""
"14015,""CS-"",""R1"",8,""35"",1350,602,""17cs"""
"14217,""CS-"",""R1"",10,""36"",738,615,""17cs"""
